Date,Day,Daily maximum UTCI [˚C],Daily mean UTCI [˚C],3-day mean UTCI [˚C],daily difference mean UTCI [˚C]
2018-08-06,1,33.7624,29.9729,28.9374,4.8124
2018-08-07,2,36.6438,33.0328,29.3887,3.0599
2018-08-08,3,37.3330,33.5876,32.1977,0.5548
2018-08-09,4,37.0506,33.4803,33.3669,-0.1072
2018-08-10,5,25.7466,21.4424,29.5034,-12.0379
2018-08-11,6,21.6627,19.1877,24.7035,-2.2548
2018-08-12,7,29.7078,25.8320,22.1540,6.6444
