time (UTC),"UTCI (52.5˚N, 13.25˚E)","UTCI (52.75˚N, 13.0˚E)","UTCI (52.5˚N, 13.0˚E)","UTCI (52.25˚N, 13.0˚E)","UTCI (52.75˚N, 13.25˚E)","UTCI (52.25˚N, 13.25˚E)","UTCI (52.75˚N, 13.5˚E)","UTCI (52.5˚N, 13.5˚E)","UTCI (52.25˚N, 13.5˚E)"
2009-08-10T00:00:00.0,11.989655,12.125183,12.794952,12.977417,11.389893,12.667297,10.584442,11.398682,12.437958
2009-08-10T01:00:00.0,11.712585,11.818817,12.589722,12.968994,11.142029,12.498505,10.365723,11.153839,12.218048
2009-08-10T02:00:00.0,11.55957,11.759857,12.374756,12.723938,11.064117,12.367371,10.281036,11.033295,12.110016
2009-08-10T03:00:00.0,12.050934,12.141388,12.859802,13.17453,11.405487,12.821472,10.611877,11.386353,12.417847
2009-08-10T04:00:00.0,12.222137,12.251465,13.0364685,13.360199,11.601776,13.00531,10.864655,11.571289,12.545227
2009-08-10T05:00:00.0,13.719635,13.666534,14.632172,15.394989,12.992737,14.776093,12.211273,13.090698,14.170654
2009-08-10T06:00:00.0,17.286407,16.892883,17.73465,18.436523,16.527527,18.155457,16.105957,16.970245,17.83603
2009-08-10T07:00:00.0,23.05429,22.616516,23.446716,24.050873,22.200867,24.03888,21.634247,22.651184,23.903625
2009-08-10T08:00:00.0,25.479126,25.577179,25.553955,26.16394,25.350372,26.154816,25.027008,25.38736,26.180939
2009-08-10T09:00:00.0,28.02237,27.613434,28.253906,28.829987,27.414673,28.585938,27.095001,27.658997,28.30188
2009-08-10T10:00:00.0,29.156158,28.729279,29.334412,29.898193,28.442383,29.923065,28.182678,28.899963,29.787415
2009-08-10T11:00:00.0,30.502014,30.432983,30.89624,31.054321,29.864166,30.927124,29.159515,29.989136,30.655396
2009-08-10T12:00:00.0,30.245758,31.205383,31.258179,31.201355,30.321594,30.66507,29.199768,29.274017,30.031006
2009-08-10T13:00:00.0,31.04898,31.523682,32.00714,31.624847,30.613922,31.201965,29.52008,30.059387,30.687195
2009-08-10T14:00:00.0,31.341095,32.304535,32.268982,31.449493,31.446869,31.090668,30.32605,30.445435,30.544495
2009-08-10T15:00:00.0,30.866516,31.875458,31.458038,30.51056,31.095093,30.34726,29.94629,30.012085,29.943878
2009-08-10T16:00:00.0,28.035583,30.46399,28.856842,27.79776,29.98761,27.201935,29.258911,27.827118,27.088013
2009-08-10T17:00:00.0,22.758667,26.04364,22.66861,23.964813,25.933533,24.323181,26.297638,23.899017,24.938782
2009-08-10T18:00:00.0,21.092194,21.944641,19.992615,20.967163,22.048676,21.254456,22.532166,21.993591,22.16101
2009-08-10T19:00:00.0,18.42044,18.40033,18.254852,17.722015,18.017853,18.67215,17.794159,18.491943,19.20279
2009-08-10T20:00:00.0,17.55664,18.2034,17.22583,16.801178,17.788696,17.503021,17.848602,17.881805,18.167175
2009-08-10T21:00:00.0,16.743286,17.990326,16.771149,16.030884,17.468536,16.588562,17.105438,16.920074,17.286133
2009-08-10T22:00:00.0,16.21457,17.338226,16.788452,15.666016,16.94629,16.085571,15.985748,16.247467,16.657166
2009-08-10T23:00:00.0,16.252136,15.812714,16.110626,15.757294,16.289032,16.148438,16.30014,16.327759,16.49701
2009-08-11T00:00:00.0,15.282715,13.115723,13.712952,14.219238,14.141815,15.622742,15.7795105,15.999176,16.326172
2009-08-11T01:00:00.0,12.992371,12.89566,12.591705,12.198608,12.600128,13.573334,12.756897,13.923981,14.91568
2009-08-11T02:00:00.0,13.092529,14.326996,13.778351,12.496735,13.375916,12.643677,12.376617,13.016663,13.545593
2009-08-11T03:00:00.0,14.3871765,14.796356,14.762238,13.257904,14.257141,13.492432,13.485535,14.026123,13.935669
