time (UTC),"UTCI (-23.0˚N, -43.25˚E)","UTCI (-22.75˚N, -43.5˚E)","UTCI (-23.0˚N, -43.5˚E)","UTCI (-23.25˚N, -43.5˚E)","UTCI (-22.75˚N, -43.25˚E)","UTCI (-23.25˚N, -43.25˚E)","UTCI (-22.75˚N, -43.0˚E)","UTCI (-23.0˚N, -43.0˚E)","UTCI (-23.25˚N, -43.0˚E)"
2016-08-07T00:00:00.0,18.674591,17.732819,18.65799,17.78598,17.46347,17.082367,17.0141,19.473999,16.569305
2016-08-07T01:00:00.0,18.250214,16.619293,18.236511,17.383636,16.364075,16.778107,15.831696,18.468567,16.396423
2016-08-07T02:00:00.0,17.897217,15.722382,17.75003,16.838135,15.539307,16.489044,15.113373,17.540253,16.381744
2016-08-07T03:00:00.0,17.41034,14.962036,17.063324,16.427124,14.716278,16.109009,14.414581,17.059265,16.255981
2016-08-07T04:00:00.0,16.731628,14.259369,16.245667,15.9149475,13.982239,15.623749,13.746277,16.813507,15.975037
2016-08-07T05:00:00.0,16.080933,13.7344055,15.5260315,15.176758,13.468628,14.975189,13.20108,16.322754,15.610046
2016-08-07T06:00:00.0,15.50882,13.180176,14.903198,14.413879,12.927948,14.264648,12.690613,15.145477,15.059418
2016-08-07T07:00:00.0,14.934479,12.601044,14.496643,14.074524,12.357117,13.831207,12.143219,14.7343445,14.683136
2016-08-07T08:00:00.0,14.510529,12.191376,13.978363,13.712067,11.991119,13.367371,11.6987,14.604523,14.253418
2016-08-07T09:00:00.0,14.147308,11.923431,13.522614,13.303162,11.842285,12.923828,11.571533,14.477478,13.813385
2016-08-07T10:00:00.0,15.709534,13.585999,14.888824,14.287384,13.719086,14.051575,13.670776,17.535767,14.966797
2016-08-07T11:00:00.0,22.35852,20.8031,21.655243,18.783905,21.082825,18.585266,21.163635,23.427795,19.155853
2016-08-07T12:00:00.0,27.727783,26.217926,27.052582,21.355865,26.887024,21.440918,27.645142,28.313019,21.660492
2016-08-07T13:00:00.0,30.846405,29.896118,30.237305,23.10431,30.230377,23.242584,31.148132,30.693787,23.248016
2016-08-07T14:00:00.0,32.602783,31.981049,32.052795,24.039001,32.450836,24.238983,33.523926,32.281555,24.258636
2016-08-07T15:00:00.0,33.959198,33.373535,32.8692,25.78543,33.49231,25.201538,34.43814,33.481995,24.912079
2016-08-07T16:00:00.0,35.468384,34.70041,33.539,20.899078,34.12433,22.699951,34.600098,34.720184,24.645386
2016-08-07T17:00:00.0,31.691162,34.18051,27.902954,19.278809,34.991577,19.372162,35.07843,33.76529,20.261688
2016-08-07T18:00:00.0,26.270782,29.478088,24.758728,19.442902,30.519165,19.085297,32.095093,27.509186,19.13974
2016-08-07T19:00:00.0,24.136536,26.09491,23.612366,20.501312,27.314453,20.349365,26.758942,24.407837,20.286377
2016-08-07T20:00:00.0,22.563019,23.438782,21.810944,19.296783,24.787903,19.305847,24.586945,23.03949,19.12265
2016-08-07T21:00:00.0,19.594421,20.054626,19.620087,17.805237,20.830322,17.097687,21.01944,20.04309,16.618622
2016-08-07T22:00:00.0,20.022736,19.054535,20.009064,18.66452,19.762695,17.656738,19.725647,20.152527,16.694061
2016-08-07T23:00:00.0,20.489716,19.172516,20.34549,18.576935,19.871338,17.546173,19.910492,20.72113,16.726746
2016-08-08T00:00:00.0,20.746124,19.31485,20.642242,18.004303,19.626709,16.731476,19.106873,20.455048,15.633209
2016-08-08T01:00:00.0,20.870941,19.55191,20.272491,17.01947,19.899933,16.207764,19.332886,20.673523,15.327209
2016-08-08T02:00:00.0,20.82315,19.580566,20.292908,17.008179,19.895569,15.989807,19.548828,20.842865,15.301727
2016-08-08T03:00:00.0,20.810974,19.32132,19.729156,16.843445,19.641296,15.641052,19.193878,21.246307,15.10376
2016-08-08T04:00:00.0,20.32846,18.976807,19.333344,17.112915,19.33899,15.726654,19.837646,21.167206,15.507751
2016-08-08T05:00:00.0,20.963593,19.499146,20.370453,17.294952,19.708496,16.047821,19.816284,21.492798,15.921448
2016-08-08T06:00:00.0,21.496704,19.900513,21.194946,17.131134,20.099457,16.292725,20.172485,21.944672,16.218811
2016-08-08T07:00:00.0,21.588318,20.01117,20.982452,16.430695,20.159424,15.414886,20.45813,22.01297,15.154449
2016-08-08T08:00:00.0,21.496002,19.948303,21.028778,15.6822815,20.133423,14.9104,20.401184,21.63852,14.740082
2016-08-08T09:00:00.0,21.339722,20.081726,20.828949,15.065918,20.230286,14.696381,20.500458,21.543427,14.718933
2016-08-08T10:00:00.0,21.183716,20.483368,20.904724,15.110992,20.59436,14.941895,20.548157,21.043152,15.071442
2016-08-08T11:00:00.0,21.281342,22.396973,22.199158,16.266998,22.475494,16.210114,22.490173,20.425812,16.33255
2016-08-08T12:00:00.0,23.132874,25.126312,24.591827,17.481415,25.066833,17.5802,24.759888,21.97052,17.842834
2016-08-08T13:00:00.0,24.95642,27.030182,25.692932,18.292328,27.092407,18.710846,26.53424,24.091187,19.237915
2016-08-08T14:00:00.0,24.96817,27.766754,25.591064,18.355133,27.18924,18.634491,26.794983,24.122955,18.967499
2016-08-08T15:00:00.0,25.587433,28.486572,26.290314,18.80487,27.901672,18.860138,27.631805,24.671661,19.06131
2016-08-08T16:00:00.0,25.641663,29.398712,26.625702,18.65918,28.252869,18.47519,27.438965,24.301056,18.510529
2016-08-08T17:00:00.0,25.392944,28.814362,25.834503,18.256622,27.658936,18.332367,26.532166,23.891602,18.357391
2016-08-08T18:00:00.0,22.176727,26.598938,24.256195,16.977081,25.771729,16.025696,24.87674,20.50467,15.72403
2016-08-08T19:00:00.0,22.158112,25.505188,23.304535,17.175415,26.0047,16.85611,25.871704,21.636627,17.125275
2016-08-08T20:00:00.0,19.761047,22.1586,20.906464,15.748779,23.034698,15.012726,23.283905,18.81247,14.57132
2016-08-08T21:00:00.0,17.389069,19.45111,18.230774,13.439087,19.920288,13.063873,19.710419,17.184692,12.792938
2016-08-08T22:00:00.0,17.33496,18.879578,18.31903,13.526733,19.08194,13.051178,18.733398,17.20758,12.650543
2016-08-08T23:00:00.0,17.854523,19.136932,18.808594,13.533478,19.24356,13.08017,18.94284,17.339691,12.750305
2016-08-09T00:00:00.0,17.711853,18.708008,18.932404,13.452209,18.21988,12.694397,18.143677,16.707458,12.250183
2016-08-09T01:00:00.0,18.075836,18.845642,19.572266,13.444366,18.05426,12.514832,18.215454,16.782806,12.064301
2016-08-09T02:00:00.0,18.894073,19.457489,20.262909,13.64801,19.10263,12.882141,18.718964,17.306458,12.519531
2016-08-09T03:00:00.0,19.670868,19.679077,20.507812,14.033844,19.126526,13.272491,18.92392,18.091034,12.682404
2016-08-09T04:00:00.0,20.098846,18.87201,20.300354,14.42453,18.110718,13.566711,17.524506,18.416595,12.832886
2016-08-09T05:00:00.0,20.36795,19.014832,20.162048,14.753571,18.907745,14.00235,18.194977,18.80127,13.234711
2016-08-09T06:00:00.0,19.653748,17.546875,19.38559,14.759613,17.717987,13.888184,17.268005,18.414368,12.986938
2016-08-09T07:00:00.0,19.504059,18.186432,19.737152,15.658203,18.33435,14.917297,18.06186,18.828644,13.710754
2016-08-09T08:00:00.0,19.151886,18.340485,19.499115,15.971985,18.105957,14.985046,17.718353,18.81137,13.544739
2016-08-09T09:00:00.0,19.247284,17.695251,19.394135,16.484894,17.483887,15.429077,17.51535,18.759247,13.73465
2016-08-09T10:00:00.0,21.232758,19.710754,20.971832,18.32373,20.110596,17.638977,19.888275,20.998932,15.896973
2016-08-09T11:00:00.0,26.511353,24.36261,25.632172,22.36621,25.564209,22.159729,25.639343,26.462616,20.589294
2016-08-09T12:00:00.0,29.26538,26.839996,28.093536,23.545624,28.57248,23.86444,29.304962,29.393585,22.528595
2016-08-09T13:00:00.0,30.815918,28.41626,29.391754,25.570618,29.854279,25.52417,30.867523,30.886261,23.961853
2016-08-09T14:00:00.0,32.406097,30.210663,30.985474,27.202484,31.872437,27.342102,32.917786,32.411438,25.731781
2016-08-09T15:00:00.0,33.98697,32.451202,33.261414,26.0271,33.15686,26.116455,33.709076,33.196594,25.846558
2016-08-09T16:00:00.0,33.94986,33.872986,33.499817,22.846252,33.88675,23.277985,33.933746,32.99643,24.266205
2016-08-09T17:00:00.0,33.90619,35.667267,32.996765,22.483124,34.848724,23.033142,34.185303,33.293396,24.151367
2016-08-09T18:00:00.0,31.400635,34.657715,30.297028,22.968384,34.165314,22.928314,33.503387,31.772766,23.659912
2016-08-09T19:00:00.0,28.694305,29.392914,28.529694,23.81543,30.411804,23.01654,31.019043,29.430725,23.131622
2016-08-09T20:00:00.0,26.697968,26.567413,26.293213,23.557098,27.833862,21.621552,28.262299,27.379517,20.844452
2016-08-09T21:00:00.0,24.531586,22.407806,23.370056,21.855316,23.164429,20.190063,23.37207,24.659088,18.213043
2016-08-09T22:00:00.0,23.244019,20.842773,21.33609,21.051788,21.442749,20.707733,21.822906,23.703003,19.11142
2016-08-09T23:00:00.0,23.278198,20.725403,21.523163,21.141754,21.033508,21.899841,21.496704,23.70581,20.279175
2016-08-10T00:00:00.0,22.643494,20.091278,21.140442,20.237762,21.380646,21.585358,21.975342,23.028442,20.845886
2016-08-10T01:00:00.0,22.664307,19.997437,21.331726,18.529205,21.440552,20.309906,20.933868,23.339294,20.790588
2016-08-10T02:00:00.0,21.323944,18.355896,20.31134,17.301971,19.219849,17.690765,19.691925,22.09729,19.507568
2016-08-10T03:00:00.0,21.199982,18.57837,20.075623,16.68982,19.085815,16.727356,19.289825,21.468048,17.903809
2016-08-10T04:00:00.0,21.350769,18.777222,20.29364,15.799164,19.637604,15.957947,19.871094,21.449524,16.540405
2016-08-10T05:00:00.0,20.72229,18.37793,19.735657,14.241638,19.57788,14.655457,20.098022,21.177673,15.402344
2016-08-10T06:00:00.0,19.727234,18.78891,19.483704,12.825958,19.28595,13.210876,19.28186,19.707428,13.846771
2016-08-10T07:00:00.0,16.77185,19.720734,17.832275,12.112274,19.53006,12.048462,19.007294,16.364716,12.168488
2016-08-10T08:00:00.0,16.868042,19.923798,18.399353,11.822693,19.548248,11.849121,18.45462,15.981812,12.056
2016-08-10T09:00:00.0,17.394043,19.950867,18.14096,11.530579,19.624054,11.673279,18.41391,16.467773,11.977203
2016-08-10T10:00:00.0,17.527924,19.505737,17.790863,11.341064,19.561554,11.831787,18.566498,17.259827,12.55481
2016-08-10T11:00:00.0,17.99112,19.983673,18.20346,12.773712,20.251434,13.266235,18.622162,17.553314,13.658112
2016-08-10T12:00:00.0,18.298065,21.385254,17.619965,12.473694,21.819214,13.317932,20.385956,18.349335,14.196106
2016-08-10T13:00:00.0,18.628479,22.781982,17.997742,13.299377,22.794891,13.619904,20.86856,18.100159,13.700317
2016-08-10T14:00:00.0,17.119476,20.647675,16.340973,12.518585,21.169434,12.988464,20.694977,17.374695,13.414612
2016-08-10T15:00:00.0,17.706635,21.01587,16.881348,13.500214,21.661377,13.798187,21.348175,18.175842,14.045166
2016-08-10T16:00:00.0,16.769806,19.151642,15.959839,12.507263,20.249847,12.918579,19.969269,17.6716,13.30249
2016-08-10T17:00:00.0,16.391174,18.507477,16.020966,12.114014,19.65503,11.996185,19.125092,16.854004,12.174133
2016-08-10T18:00:00.0,16.095612,17.98648,15.274475,10.966522,18.952362,11.003082,18.076355,16.509766,11.364716
2016-08-10T19:00:00.0,15.38324,17.363068,14.198914,9.820343,18.350403,10.146881,17.393677,16.11621,10.56665
2016-08-10T20:00:00.0,13.945923,16.05896,13.499329,9.0503845,16.89566,8.914124,15.259369,14.629608,9.05191
2016-08-10T21:00:00.0,13.3342285,15.338776,13.420441,8.179321,15.386108,8.160461,13.455292,13.549408,8.350555
2016-08-10T22:00:00.0,13.360504,15.988342,13.370056,8.31485,15.686432,8.357025,13.324402,13.607086,8.485901
2016-08-10T23:00:00.0,13.51535,16.341125,13.092194,8.180817,16.123901,8.2838745,13.783905,13.925293,8.476227
2016-08-11T00:00:00.0,13.281067,15.8013,12.945923,7.777588,15.935516,7.84729,13.786652,13.783936,7.9785767
2016-08-11T01:00:00.0,12.796783,15.478058,12.232788,7.414032,15.870789,7.74292,14.217834,13.669861,8.070129
2016-08-11T02:00:00.0,12.603821,15.858063,11.6918335,6.755829,16.061707,7.24115,14.309814,13.545197,7.654907
2016-08-11T03:00:00.0,12.05777,15.61673,11.374664,6.0300293,15.652649,6.533539,13.699646,13.048553,7.075531
2016-08-11T04:00:00.0,11.277222,15.000427,11.097412,5.4792175,14.987732,5.5569763,12.894165,12.056793,5.865387
2016-08-11T05:00:00.0,10.202698,14.063721,10.882996,4.9279785,13.424988,4.56192,11.567627,10.526855,4.7700806
2016-08-11T06:00:00.0,10.456207,13.569122,11.135437,4.9212036,13.105133,4.566223,11.540344,10.214111,4.6253967
2016-08-11T07:00:00.0,10.091858,12.244995,11.618439,4.535736,11.931671,3.572937,11.045197,9.391327,3.2288208
2016-08-11T08:00:00.0,10.2211,10.693756,10.913605,4.725006,10.731567,3.9769287,10.281494,9.786346,3.478363
2016-08-11T09:00:00.0,10.146027,9.817993,10.50058,4.9017944,10.14978,4.200775,9.84906,9.995758,3.848755
2016-08-11T10:00:00.0,13.269897,13.611755,13.986206,6.587494,13.498352,5.867859,12.621399,12.793823,5.6751404
2016-08-11T11:00:00.0,18.442352,21.532562,19.587524,10.259491,20.968628,9.303467,19.263763,17.859833,8.999786
2016-08-11T12:00:00.0,18.803467,23.078766,20.148834,12.046722,22.12323,11.167725,20.28189,18.75064,11.125244
2016-08-11T13:00:00.0,19.628387,23.384766,21.1492,13.79306,22.370117,12.781433,20.814758,18.880524,12.368774
2016-08-11T14:00:00.0,20.005554,23.271454,20.637207,12.995453,22.349396,12.006683,21.857178,19.627777,11.630096
2016-08-11T15:00:00.0,20.269989,22.301758,20.305817,12.826233,21.828766,11.819763,21.710999,19.859772,11.271759
2016-08-11T16:00:00.0,20.684662,22.350464,19.934052,11.599274,22.285126,10.929413,21.987518,20.556976,10.560211
2016-08-11T17:00:00.0,18.884735,20.963898,19.400543,11.670044,20.491455,10.541229,20.742584,18.619019,9.956848
2016-08-11T18:00:00.0,17.64859,20.853973,18.754517,11.06073,19.774872,9.691803,19.521149,17.133698,9.103882
2016-08-11T19:00:00.0,18.160187,21.213593,18.56195,11.356415,21.100403,10.273071,20.801147,17.906494,9.651215
2016-08-11T20:00:00.0,16.572968,21.203308,17.07605,10.24707,21.613068,9.329468,20.44809,16.397217,8.925446
2016-08-11T21:00:00.0,11.9340515,15.1814575,12.663696,6.1331787,14.382935,5.257538,14.641022,11.677368,5.03479
2016-08-11T22:00:00.0,10.225861,11.821503,10.959656,4.7597656,12.446289,3.9396057,12.608612,10.266876,3.9338074
2016-08-11T23:00:00.0,10.828003,12.508087,11.29715,5.094696,12.820648,4.510315,12.7612,10.807465,4.5462036
2016-08-12T00:00:00.0,11.180878,13.51712,11.958832,5.7105713,12.579376,5.287384,12.599182,11.436432,5.6078186
2016-08-12T01:00:00.0,11.530914,13.827698,12.073486,5.808197,12.693848,5.6964417,12.50647,11.150726,5.9552
2016-08-12T02:00:00.0,11.154999,12.846741,11.755737,5.635193,11.473419,5.167328,12.393524,11.2092285,5.572235
2016-08-12T03:00:00.0,11.767517,12.758881,12.338379,5.991577,11.709198,5.53714,12.587891,11.556122,5.867279
2016-08-12T04:00:00.0,12.353516,12.243164,12.826599,6.154022,12.482849,5.809784,12.711121,11.922882,6.0602417
2016-08-12T05:00:00.0,12.900482,11.989624,13.721344,6.9710083,12.468201,6.1355896,12.920593,12.228516,5.8031616
2016-08-12T06:00:00.0,13.435028,12.432404,14.143158,7.085022,12.8038025,6.496765,13.172638,12.771332,6.5254517
2016-08-12T07:00:00.0,12.743744,11.475311,13.09613,6.5133057,11.092346,5.873932,12.340393,12.389038,5.897644
2016-08-12T08:00:00.0,13.471893,11.940765,13.318573,6.9842224,12.388824,6.62854,12.979919,13.296417,6.7005615
2016-08-12T09:00:00.0,13.34317,11.661011,13.520813,7.567871,11.996796,7.1558228,12.995941,12.961029,7.075836
2016-08-12T10:00:00.0,15.265167,14.916687,15.825012,8.808319,15.595978,8.875183,15.719269,14.635468,9.106445
2016-08-12T11:00:00.0,18.707214,20.745148,19.424927,12.512329,20.57074,12.466888,19.657074,17.288177,12.402222
2016-08-12T12:00:00.0,19.761688,23.009186,21.36029,15.607574,22.081818,14.833252,21.32965,18.89679,14.49646
2016-08-12T13:00:00.0,20.29367,23.650574,21.54004,15.828125,22.876251,15.164307,22.580444,19.95514,15.119904
2016-08-12T14:00:00.0,19.75885,22.637268,20.682434,15.570587,22.052277,15.029694,21.934235,19.873383,15.321991
2016-08-12T15:00:00.0,21.24112,23.490387,21.494507,15.945679,23.37558,15.313843,23.224548,21.167938,15.250793
2016-08-12T16:00:00.0,20.898499,23.6958,21.365509,15.685516,23.423187,14.966614,23.384308,20.859436,15.067444
2016-08-12T17:00:00.0,21.553925,24.27716,22.178528,16.968903,23.806152,16.193207,22.890015,20.840546,15.833923
2016-08-12T18:00:00.0,21.536987,24.122986,21.379913,16.369568,24.224121,16.31491,23.594452,21.322723,16.399841
2016-08-12T19:00:00.0,20.741638,21.543396,20.524902,17.14032,21.461609,16.617676,21.31961,20.97229,16.569275
2016-08-12T20:00:00.0,19.311066,20.335571,19.511322,16.58258,20.938171,15.726715,21.102081,19.854462,15.675049
2016-08-12T21:00:00.0,17.895477,16.150421,17.425568,14.416595,16.645294,13.477417,17.124878,17.731018,12.788666
2016-08-12T22:00:00.0,15.7099,12.744995,14.90686,13.487518,14.026764,12.731873,14.203735,16.088745,12.029205
2016-08-12T23:00:00.0,15.514862,13.1414795,14.166321,14.121155,14.882568,13.77417,15.114929,16.657288,13.17807
2016-08-13T00:00:00.0,14.179169,13.502136,13.603973,14.534821,14.531128,14.354126,14.430664,15.779846,13.821014
2016-08-13T01:00:00.0,13.748016,13.53186,13.663757,15.494171,13.710144,15.295807,12.914917,15.436615,14.743866
2016-08-13T02:00:00.0,12.641327,12.765717,13.075897,15.482758,12.805603,15.4783325,12.640533,14.908661,15.416931
2016-08-13T03:00:00.0,12.77597,12.134796,13.534729,16.016205,12.203125,15.899353,11.719452,14.642578,15.865845
2016-08-13T04:00:00.0,12.417603,10.690735,13.135071,15.72998,11.57605,15.696472,11.982605,14.397736,15.961884
2016-08-13T05:00:00.0,12.030334,9.740662,12.116333,16.284271,11.065582,16.19339,11.443695,14.270569,16.337585
2016-08-13T06:00:00.0,11.1770935,9.253052,11.288666,16.480438,10.506836,16.283478,11.567505,13.732513,16.491882
2016-08-13T07:00:00.0,13.050049,11.406067,12.309631,16.28711,12.982727,15.948578,13.332672,15.415039,16.727722
