time (UTC),"UTCI (51.5˚N, 0.0˚E)","UTCI (51.75˚N, -0.25˚E)","UTCI (51.5˚N, -0.25˚E)","UTCI (51.25˚N, -0.25˚E)","UTCI (51.75˚N, 0.0˚E)","UTCI (51.25˚N, 0.0˚E)","UTCI (51.75˚N, 0.25˚E)","UTCI (51.5˚N, 0.25˚E)","UTCI (51.25˚N, 0.25˚E)"
2012-08-10T09:00:00.0,28.731201,27.92978,28.929962,28.736572,28.337433,28.68457,28.071136,28.252045,28.487885
2012-08-10T10:00:00.0,29.62207,28.937897,29.74002,29.81961,29.468475,29.697784,29.18576,29.014526,29.467682
2012-08-10T11:00:00.0,30.538513,29.688202,30.32434,30.472687,30.332642,30.45993,30.159271,29.73056,30.178528
2012-08-10T12:00:00.0,29.625244,29.27713,29.58258,30.018677,29.634766,29.819092,29.769104,29.003601,29.704956
2012-08-10T13:00:00.0,30.676758,30.07306,30.489746,30.592773,30.403473,30.491058,30.22403,29.771698,30.130676
2012-08-10T14:00:00.0,29.767242,29.626282,29.744446,30.317078,29.922668,30.060028,29.460419,27.975708,29.65683
2012-08-10T15:00:00.0,28.738556,29.100067,28.999084,29.97818,29.146423,29.669983,27.551666,26.26706,29.017395
2012-08-10T16:00:00.0,27.479248,28.521301,28.127655,29.45697,28.5448,28.724945,26.757874,24.92691,27.45816
2012-08-10T17:00:00.0,26.732727,27.339722,27.26355,28.523712,27.16806,27.53125,24.970367,24.397675,25.978577
2012-08-10T18:00:00.0,23.8591,25.09198,24.964783,26.399597,24.30075,24.950256,22.340027,22.35257,23.747375
2012-08-10T19:00:00.0,18.774567,19.264435,20.858154,21.891296,18.727875,20.841003,17.57019,17.309479,19.21811
2012-08-10T20:00:00.0,16.318176,15.47287,16.755188,16.3721,16.292786,16.092896,15.448456,15.329193,15.363678
2012-08-10T21:00:00.0,15.689484,14.335632,15.3280945,14.260956,15.176483,14.598358,14.340363,14.681213,13.911682
2012-08-10T22:00:00.0,14.969543,13.701691,14.410889,13.265198,14.0225525,13.550629,13.642853,14.224884,12.922882
2012-08-10T23:00:00.0,15.283905,13.514191,14.584778,13.130157,13.844086,13.389557,13.696228,14.608856,12.720947
2012-08-11T00:00:00.0,13.923767,12.946167,13.800934,12.044739,12.97229,12.084778,12.869568,13.606506,11.721527
2012-08-11T01:00:00.0,12.5903015,12.346283,12.948822,11.326569,11.803619,10.9539795,11.631622,12.415955,10.824524
2012-08-11T02:00:00.0,11.6293335,11.202332,11.567963,10.146545,10.771973,9.996918,10.692291,11.562225,10.067566
2012-08-11T03:00:00.0,11.355194,10.058197,10.662506,9.484772,10.142548,9.67691,10.548096,11.463318,10.124176
2012-08-11T04:00:00.0,11.30191,10.1180725,10.955261,9.650879,9.846283,9.679871,10.191101,11.009796,9.890778
2012-08-11T05:00:00.0,11.014191,9.408295,10.339905,8.974945,9.358368,9.356293,9.571259,10.860657,9.762238
2012-08-11T06:00:00.0,15.212097,13.613617,14.541779,13.162537,13.580963,13.889557,13.813416,15.33194,14.427307
2012-08-11T07:00:00.0,17.280273,15.92923,17.41098,17.664246,15.072357,17.856445,15.400604,17.091522,18.113495
2012-08-11T08:00:00.0,19.982971,19.042755,19.922028,20.234009,19.00232,20.43869,19.061737,19.561523,20.601654
2012-08-11T09:00:00.0,21.235718,21.384003,21.203888,21.017426,21.092468,20.985077,20.845123,20.921722,20.98648
2012-08-11T10:00:00.0,21.190002,21.18512,21.089264,20.870056,21.10379,20.853516,21.091095,20.88321,20.709442
2012-08-11T11:00:00.0,20.878143,20.82428,20.950256,21.286713,20.594421,21.13379,20.621094,20.438812,20.891296
2012-08-11T12:00:00.0,20.830505,20.81189,21.175232,21.869476,20.509857,21.559845,20.374268,20.084778,21.234955
2012-08-11T13:00:00.0,21.169952,20.914856,21.674347,22.684418,20.450409,22.337097,20.057373,20.109741,21.927734
2012-08-11T14:00:00.0,21.37909,20.785187,21.793304,22.852081,20.01825,22.583282,19.567047,20.156494,22.204468
2012-08-11T15:00:00.0,20.144989,19.394531,20.346283,21.87912,19.450623,21.71344,19.40741,19.148102,21.387177
2012-08-11T16:00:00.0,17.823273,17.110718,17.9422,19.79596,17.079468,19.519684,17.50357,17.203156,19.1875
2012-08-11T17:00:00.0,15.349701,14.790253,15.343079,17.294586,14.930878,16.716003,15.435028,14.798248,16.400879
2012-08-11T18:00:00.0,13.556183,12.79071,13.655457,15.032257,12.816284,14.819336,13.212891,12.58194,14.409943
2012-08-11T19:00:00.0,10.085297,9.424011,9.974426,10.927246,9.301147,10.623505,9.762695,9.328247,10.476868
2012-08-11T20:00:00.0,7.5765076,6.549408,7.2518616,7.7765503,6.4682617,7.66098,6.8452454,7.1604004,7.8990784
2012-08-11T21:00:00.0,7.3285217,5.7814026,6.792877,7.204071,5.8558655,7.307678,6.2720947,7.25119,7.795471
2012-08-11T22:00:00.0,7.9891357,6.069153,7.2064514,7.442688,6.1736755,7.868683,6.4506226,7.946289,8.4548645
2012-08-11T23:00:00.0,8.811493,6.72876,7.777008,7.933014,6.987213,8.509766,7.0746155,8.768036,9.073639
2012-08-12T00:00:00.0,9.312286,7.2160034,8.291351,8.178375,7.5208435,8.579224,7.760071,9.359955,9.286713
2012-08-12T01:00:00.0,9.143921,6.8945923,8.14444,8.126892,7.2413635,8.523804,7.4815063,8.99823,8.867004
2012-08-12T02:00:00.0,8.177155,6.290985,7.5455627,7.673706,6.3349304,7.7864075,6.684265,7.990906,8.0295105
2012-08-12T03:00:00.0,7.8134766,5.987549,7.3634033,7.388611,5.897217,7.2344055,6.2937317,7.5190125,7.4043274
2012-08-12T04:00:00.0,7.960266,6.368469,7.764435,7.587799,6.0076294,7.1069336,6.50766,7.800598,7.4756165
2012-08-12T05:00:00.0,8.261688,6.1170044,7.5493774,7.3369446,6.356903,7.332062,7.018738,8.435364,7.8448486
2012-08-12T06:00:00.0,13.730713,11.882782,13.168243,12.395966,11.877258,12.625275,12.347778,13.935669,13.35556
2012-08-12T07:00:00.0,17.523895,15.712616,16.419312,17.032837,16.444244,17.777802,16.682373,17.793976,18.891205
2012-08-12T08:00:00.0,20.64978,19.361694,20.395752,20.787506,19.397766,21.44043,19.570831,20.449371,22.195984
2012-08-12T09:00:00.0,23.313202,21.733734,22.740295,23.368652,21.809479,24.276855,21.624115,22.550415,24.71408
2012-08-12T10:00:00.0,24.49591,22.996033,23.808899,24.560852,23.252716,25.479004,23.003387,23.75769,26.108002
2012-08-12T11:00:00.0,25.016388,23.86084,24.867035,25.120209,23.968018,25.76477,23.826447,24.37201,26.618866
2012-08-12T12:00:00.0,26.263855,25.103699,26.147797,26.286194,24.824371,26.639343,24.265076,25.138672,27.230743
2012-08-12T13:00:00.0,26.71521,25.321136,26.225739,26.736176,25.355194,26.973602,24.600311,25.630737,27.536224
2012-08-12T14:00:00.0,26.6427,25.105225,26.217194,27.039673,24.821411,27.026154,24.292938,25.894287,27.67276
2012-08-12T15:00:00.0,27.007965,25.015259,25.999023,26.41803,25.337494,27.034088,24.811554,26.232513,27.73285
2012-08-12T16:00:00.0,26.558838,25.306793,25.722382,24.708038,24.941956,25.392029,24.180328,25.905975,26.393463
2012-08-12T17:00:00.0,23.962524,22.708405,23.103943,21.059265,22.145355,21.632202,21.79602,24.092194,22.91568
2012-08-12T18:00:00.0,21.54126,21.102722,20.978485,19.012115,20.989624,18.97638,19.881409,21.552063,19.520905
2012-08-12T19:00:00.0,20.716553,21.09842,19.740509,17.86142,21.436646,17.791748,20.563507,21.193695,17.851501
2012-08-12T20:00:00.0,15.153442,15.219666,14.366791,12.782349,15.911591,13.065491,15.910553,15.579529,13.08194
2012-08-12T21:00:00.0,14.124939,13.613068,13.279175,11.876038,14.1996765,12.422119,14.895325,14.250916,12.585541
2012-08-12T22:00:00.0,12.476746,11.592926,11.887207,10.9114685,11.956268,11.21167,13.001984,12.575897,11.467773
2012-08-12T23:00:00.0,12.268341,11.066406,11.657013,10.698822,11.233826,10.939514,11.871033,12.095947,11.059723
2012-08-13T00:00:00.0,11.70282,10.897003,11.277466,10.340424,11.072174,10.418182,11.662628,11.6362,10.409088
2012-08-13T01:00:00.0,10.943909,9.946777,10.637482,10.152893,9.995819,10.109436,10.556,10.675598,9.9131775
2012-08-13T02:00:00.0,11.568085,9.825928,10.930969,10.867157,10.192841,11.038239,10.60199,11.145721,10.674011
2012-08-13T03:00:00.0,11.5286255,9.517792,11.133911,11.013794,9.767761,11.036224,10.316254,11.128723,10.766022
2012-08-13T04:00:00.0,12.227325,10.135834,11.811218,11.184387,10.493988,11.023224,10.952118,11.969299,11.0408325
2012-08-13T05:00:00.0,12.071228,10.43219,11.905457,11.253693,10.646545,10.89328,11.0043335,12.013367,10.950958
2012-08-13T06:00:00.0,13.659668,11.919128,12.8289795,11.868469,12.586945,12.189819,13.649261,14.249207,12.880585
2012-08-13T07:00:00.0,16.243805,15.000641,15.577911,14.66156,15.684326,15.101196,16.910492,17.042023,16.093536
2012-08-13T08:00:00.0,18.940338,17.943329,17.463257,16.254822,19.20282,16.809204,20.516968,20.313965,18.473541
2012-08-13T09:00:00.0,18.711182,18.151398,17.868042,16.792877,19.31717,17.696838,21.074005,20.5206,19.238495
2012-08-13T10:00:00.0,18.18399,18.581085,17.370605,16.74356,19.167114,17.418549,20.483307,20.092041,19.156158
2012-08-13T11:00:00.0,18.846771,17.12323,17.873627,17.951721,17.923187,18.477509,19.23059,20.220215,19.877747
2012-08-13T12:00:00.0,18.731873,17.876862,17.93515,17.686554,18.541382,18.233673,19.416626,20.521423,20.043335
2012-08-13T13:00:00.0,19.97934,18.664825,18.912323,18.371094,19.316528,19.472473,20.170288,21.258331,20.661896
2012-08-13T14:00:00.0,20.960205,19.184235,19.493347,19.057007,20.391663,20.22293,20.836212,21.648285,20.91867
2012-08-13T15:00:00.0,19.257446,17.199585,18.227081,18.510773,17.820343,19.111938,18.583405,19.55841,19.43637
2012-08-13T16:00:00.0,20.257568,18.988312,19.452972,18.738098,19.262085,19.916016,19.072144,19.860779,19.70102
2012-08-13T17:00:00.0,18.631348,16.920837,17.039734,16.588837,17.5206,18.140411,17.683075,18.960236,18.548676
2012-08-13T18:00:00.0,16.563751,14.824738,15.160065,14.661652,16.022675,15.689423,16.746948,17.375092,16.476562
2012-08-13T19:00:00.0,14.487671,11.958435,13.246338,13.391235,12.741547,14.390839,13.865265,15.61618,15.288696
2012-08-13T20:00:00.0,13.4263,11.197601,12.345093,12.047272,12.075958,12.547485,13.104034,14.363098,13.25415
2012-08-13T21:00:00.0,12.925659,10.937897,11.945679,11.299408,11.657288,11.544128,12.615448,13.630005,12.202728
2012-08-13T22:00:00.0,12.628967,10.856964,11.947601,11.487915,11.281372,11.394775,11.89444,13.0685425,11.859222
2012-08-13T23:00:00.0,13.29361,11.419434,12.568207,12.178864,11.6987,12.27124,12.125793,13.441467,12.543457
